"species","species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,49075,50035,2018,127
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,48038,50036,2018,117
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,45965,50037,2018,102
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,48038,50038,2018,117
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,48038,50039,2018,117
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-0.8,7.28,10.93,20.04,49075,90373,2018,127
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50042,2018,142
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50043,2018,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50046,2018,142
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50047,2018,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50049,2018,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50054,2018,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,50458,50057,2018,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-3.41,3.74,7.2,15.28,48730,50060,2018,122
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50675,2018,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50680,2018,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50681,2018,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50682,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50684,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-0.97,7.26,10.21,19.42,49766,50685,2018,132
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49075,50704,2018,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,50706,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,116613,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,116614,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,116615,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,116616,2018,132
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-1.18,7.04,9.47,18.67,49766,116617,2018,132
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,48384,50312,2018,121
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,48384,50686,2018,121
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50687,2018,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50688,2018,133
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,48384,50689,2018,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,48384,50690,2018,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,48384,50691,2018,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50692,2018,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50693,2018,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50694,2018,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50695,2018,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50696,2018,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50697,2018,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-1.52,6.51,9.54,18.57,49766,50698,2018,133
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,48384,67707,2018,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,49766,67708,2018,134
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67710,2018,207
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67711,2018,207
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,49766,67712,2018,134
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67713,2018,207
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,49766,67714,2018,134
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67715,2018,207
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67719,2018,207
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,50112,67720,2018,207
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,46656,67722,2018,106
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,46656,67724,2018,106
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Davenport Gap",610,"<800m",-1.68,6.71,10.15,19.44,49766,67726,2018,134
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-4.2,2.54,6.01,13.58,50458,115580,2018,141
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-4.2,2.54,6.01,13.58,44582,115581,2018,254
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-4.2,2.54,6.01,13.58,50458,115584,2018,141
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-4.2,2.54,6.01,13.58,44582,115585,2018,254
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Webcam",1458,">1300m",-4.2,2.54,6.01,13.58,50458,115586,2018,141
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,50112,23058,2019,135
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,50112,23066,2019,135
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,23068,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42716,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42718,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42719,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42722,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42723,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42724,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42725,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,48384,42728,2019,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-2.69,3.74,6.56,15.55,50112,141595,2019,135
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,29315,2019,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,32898,2019,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,32899,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,32900,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,32901,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,32930,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33104,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33105,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33107,2019,107
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33108,2019,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33111,2019,107
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,48384,33112,2019,120
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,48384,33116,2019,120
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,48384,33117,2019,120
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,46656,33122,2019,107
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",0.77,7.95,10.97,21.07,48384,33123,2019,120
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,51494,29438,2019,154
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,50458,29442,2019,140
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,50458,29443,2019,140
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,48384,29444,2019,119
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,48384,29446,2019,119
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",0.67,7.7,10.97,21.08,48384,90114,2019,119
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,47347,29866,2019,232
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,47347,29867,2019,232
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,51494,29868,2019,192
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,51494,29869,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,51494,29872,2019,192
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,51494,29873,2019,192
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,51494,29874,2019,192
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",0.23,7.17,10.31,20.22,47347,29875,2019,232
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,47347,29876,2019,232
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29877,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29878,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29880,2019,192
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,47347,29881,2019,232
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29882,2019,192
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29883,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,47347,29884,2019,232
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29885,2019,192
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,47347,29887,2019,232
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29888,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29889,2019,192
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29890,2019,192
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29891,2019,192
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,29893,2019,192
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,48470,2019,192
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",0.23,7.17,10.31,20.22,51494,48471,2019,192
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50803,29894,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50803,29895,2019,146
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29897,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29898,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29899,2019,137
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,49075,29900,2019,127
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29903,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29904,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29905,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29906,2019,137
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,29907,2019,137
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50803,29909,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50803,29910,2019,146
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,51149,48476,2019,152
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,48384,48477,2019,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,49075,48479,2019,127
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,49075,132253,2019,127
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,50112,141469,2019,137
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.14,4.2,6.49,15.55,49075,141470,2019,127
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29912,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29913,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29914,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29915,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29916,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29917,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29918,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29919,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29921,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29922,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29923,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29925,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,29926,2019,146
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50112,48480,2019,137
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,48481,2019,146
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.28,2.93,4.54,13.21,50803,77754,2019,146
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29928,2019,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29930,2019,128
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29931,2019,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29932,2019,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29934,2019,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29935,2019,128
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,29939,2019,128
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,45476,2019,128
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,48473,2019,128
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",0.02,6.72,10.41,20.32,49075,48475,2019,128
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,51840,29941,2019,178
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,51840,29942,2019,178
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29949,2019,143
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29950,2019,143
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29951,2019,143
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,51840,29952,2019,178
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29955,2019,143
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29956,2019,143
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,50458,29957,2019,143
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,48038,29958,2019,118
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",0.24,6.97,10.58,20.64,51840,56415,2019,178
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-OVC",612,"<800m",0.27,6.99,10.83,20.84,47693,29962,2019,114
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.27,6.99,10.83,20.84,47693,48462,2019,114
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.27,6.99,10.83,20.84,47693,48464,2019,114
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",0.27,6.99,10.83,20.84,47693,48465,2019,114
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",0.67,7.65,10.98,21.07,48038,30495,2019,118
